20	18	9	11	2
9	9	4	1	13
13	2	15	18	4
15	4	17	15	13
10	6	3	11	12
6	20	10	12	9
5	4	5	9	19
3	3	7	16	2
10	18	15	7	9
4	2	19	13	17
2	2	2	19	7
5	9	4	15	18
3	3	3	3	5
11	13	10	11	4
12	20	2	6	14
18	16	8	16	8
19	17	1	2	19
12	20	17	8	20
8	5	2	15	5
19	19	20	4	18
13	19	12	3	9
16	11	17	10	18
20	13	17	12	4
13	18	2	5	12
1	5	8	4	16
5	7	12	19	7
11	1	9	9	13
13	10	17	12	7
11	7	3	14	19
11	9	18	5	8
18	15	3	2	17
10	12	17	11	20
9	9	12	17	14
19	19	1	20	19
7	15	19	11	3
17	10	11	12	13
1	13	2	1	3
20	19	10	7	14
14	16	14	20	11
6	4	20	2	8
20	3	7	13	3
14	19	17	16	9
18	6	4	18	8
14	12	14	2	17
9	9	6	1	11
19	4	11	13	18
17	5	20	12	20
7	10	1	14	6
15	19	6	18	17
18	20	10	7	15
3	15	2	15	17
11	10	6	9	17
14	4	5	11	1
7	16	1	2	12
16	1	10	10	16
5	12	4	8	8
1	13	16	8	9
11	9	13	5	10
16	11	5	12	18
16	7	8	12	10
20	19	10	9	17
9	18	2	9	9
8	3	20	6	7
12	19	16	2	15
2	4	7	1	12
14	2	13	13	6
16	15	20	9	10
19	16	12	5	5
10	20	5	5	20
8	20	15	1	13
18	13	9	18	19
3	12	17	2	16
15	3	12	20	10
15	9	5	8	12
14	1	19	19	10
2	13	2	18	17
12	17	7	6	8
14	6	15	8	15
8	8	2	4	14
18	8	6	4	20
13	16	5	16	6
10	19	17	9	1
17	9	12	7	2
13	18	1	17	15
20	16	13	12	16
19	6	3	18	5
11	18	18	6	2
13	15	3	5	7
13	19	3	8	6
13	4	13	1	12
20	3	18	3	12
17	4	15	6	20
16	1	17	7	13
19	5	17	15	19
9	14	20	2	2
1	15	18	12	12
9	2	14	3	18
10	1	6	19	9
18	14	1	2	11
14	10	12	5	11
11	9	19	1	14
1	20	10	14	15
16	13	4	8	8
20	19	4	8	18
7	13	12	3	15
15	2	5	11	15
15	20	9	12	5
14	7	5	1	9
9	15	18	1	12
1	11	4	16	20
15	17	5	10	18
8	3	4	7	18
4	1	12	16	16
2	7	8	15	1
14	16	4	1	6
1	14	5	1	5
6	12	6	7	11
15	11	13	17	14
6	14	10	17	12
3	19	15	13	1
1	7	12	20	16
16	9	5	2	12
1	8	11	12	7
5	13	1	9	16
14	11	9	11	3
1	17	3	5	1
15	8	4	6	20
14	10	5	8	6
16	14	19	8	11
11	7	2	10	15
2	13	1	17	10
17	5	7	17	5
7	1	1	10	19
8	11	5	2	6
16	14	3	5	6
16	14	4	5	7
12	2	1	1	16
12	16	1	10	19
8	5	3	4	19
19	1	9	19	14
2	6	18	5	14
20	18	16	7	14
11	11	11	19	16
5	14	15	16	14
6	18	5	5	14
12	8	14	10	3
19	2	19	18	4
6	16	9	4	9
16	14	13	11	10
6	8	13	18	19
18	12	10	3	4
16	6	11	6	11
18	5	7	14	4
15	16	1	20	1
2	15	16	13	10
16	17	3	20	4
3	20	17	16	5
3	7	17	11	1
7	18	6	15	16
1	4	1	2	3
11	6	15	20	3
16	14	3	19	1
11	9	9	6	11
12	15	4	7	5
2	4	17	18	13
10	11	8	13	7
1	7	17	5	20
5	14	3	14	8
18	1	12	9	15
13	5	11	9	14
12	17	1	18	2
9	10	15	6	20
3	8	14	13	7
14	7	20	15	19
5	20	19	14	6
7	12	16	3	12
13	20	18	1	19
4	5	16	19	9
7	18	7	10	12
19	10	11	14	16
6	7	11	3	9
13	16	4	2	20
10	5	7	20	16
15	18	7	9	12
3	12	11	20	13
14	1	15	17	18
17	18	3	10	13
15	10	14	13	2
9	15	2	5	16
11	10	1	18	2
1	6	2	17	2
8	3	2	13	20
2	6	9	8	10
6	2	8	19	10
4	13	8	8	19
11	12	19	11	15
15	13	15	16	8
9	12	11	8	6
15	8	3	10	8
19	15	11	17	6
9	17	10	17	2
11	15	18	8	20
3	18	15	15	19
1	17	18	9	2
20	6	1	4	15
16	14	5	17	13
9	5	14	15	18
9	14	8	18	5
1	20	14	3	10
18	2	1	4	20
10	2	18	5	5
3	15	10	9	13
18	13	9	20	16
8	19	3	14	9
5	12	2	8	10
9	12	1	6	14
5	2	16	19	18
4	1	5	11	7
17	5	5	16	11
8	19	16	18	16
16	14	11	12	7
14	17	18	11	12
3	10	3	6	8
18	6	7	17	15
12	15	4	16	19
3	5	3	9	5
4	6	7	15	4
14	8	1	1	3
12	8	18	11	18
1	18	4	12	20
15	10	8	1	20
8	9	2	9	16
18	11	16	13	8
3	9	5	1	20
12	19	10	18	19
4	11	19	17	13
14	20	13	3	10
1	12	6	17	9
19	18	3	4	8
12	18	3	20	7
17	16	9	18	14
12	15	2	7	11
5	1	9	9	5
6	14	12	4	19
2	11	9	19	9
9	7	2	5	6
3	20	2	13	17
5	1	18	3	12
13	8	18	12	4
16	2	16	19	6
7	11	12	3	11
7	19	18	13	20
3	11	15	15	3
4	11	20	20	8
14	7	3	17	13
16	8	13	2	4
7	17	18	16	20
5	3	5	4	16
5	5	8	4	7
2	6	16	1	20
13	10	8	18	11
8	19	13	2	10
16	1	16	5	16
8	19	13	3	10
14	18	8	5	16
10	3	17	11	9
3	10	11	1	13
11	19	1	18	2
6	18	19	12	14
20	5	11	12	1
16	8	14	11	17
14	13	11	9	6
8	10	14	10	10
20	15	18	14	6
11	17	12	15	8
15	4	6	9	16
17	18	9	16	5
10	5	15	3	7
12	19	1	12	14
10	3	10	4	2
12	1	8	17	16
2	6	12	3	2
1	11	1	20	14
14	4	8	13	14
17	1	11	20	15
6	4	20	17	17
20	12	3	5	9
18	5	5	6	6
8	3	11	1	20
5	3	12	6	18
6	4	11	15	17
19	17	9	13	8
18	13	7	11	19
15	18	10	11	12
6	11	19	17	20
13	17	7	18	10
5	1	7	5	10
6	3	18	11	6
17	16	6	7	17
5	14	1	9	15
8	8	20	3	9
12	2	9	10	9
4	15	17	6	17
14	11	7	15	17
14	18	4	18	11
12	14	6	1	4
14	9	3	1	15
18	1	3	8	16
18	10	8	4	18
13	20	20	18	16
10	11	12	20	17
13	10	12	4	16
6	13	12	15	15
6	20	17	20	9
5	13	20	10	20
2	11	5	12	18
9	13	2	11	12
17	14	3	20	18
4	4	12	8	19
4	19	14	7	20
15	9	7	11	3
15	16	3	12	9
18	17	11	2	14
8	16	10	7	10
13	19	9	19	7
1	2	19	11	13
1	14	17	2	11
11	10	7	4	15
3	2	7	10	14
16	8	18	12	4
3	1	2	5	10
16	12	10	2	19
19	9	20	1	5
20	10	3	20	12
11	10	15	6	3
3	20	18	10	17
20	3	8	17	20
19	17	16	14	17
12	20	5	4	5
1	10	11	9	4
15	17	8	15	11
6	16	20	19	6
8	1	17	11	2
20	11	6	18	15
10	1	6	20	2
5	8	18	13	7
12	17	11	15	8
16	11	8	15	19
11	3	13	9	19
3	5	2	2	7
15	8	5	4	14
15	4	2	10	8
11	5	6	16	8
10	9	17	16	12
15	20	9	17	14
3	7	4	19	16
8	17	7	17	4
4	7	17	18	13
3	10	3	13	6
11	15	9	17	11
7	15	12	8	5
5	17	8	2	7
13	13	20	18	5
20	19	14	18	8
20	13	19	16	10
15	20	5	10	4
9	1	7	19	15
8	20	1	3	4
6	16	3	9	10
16	12	2	18	16
11	10	19	10	9
19	6	6	4	4
9	17	8	2	20
6	15	8	15	5
7	13	4	19	15
14	14	11	7	3
12	20	9	12	5
9	11	2	19	15
1	16	5	18	3
12	20	4	11	17
10	2	17	17	8
4	1	6	5	16
20	7	15	17	18
20	10	15	15	3
5	10	5	9	6
18	20	18	11	12
2	9	14	20	9
2	3	11	3	12
16	3	13	15	13
15	1	19	2	10
16	12	10	2	2
7	11	8	17	15
19	14	8	2	3
6	6	1	6	8
11	16	13	3	18
6	15	18	3	11
14	20	16	7	10
2	1	5	13	4
12	6	9	10	5
4	20	16	12	14
14	16	4	9	9
6	9	8	10	3
16	7	18	13	12
3	4	20	12	14
13	12	16	14	13
17	5	2	13	13
15	19	9	20	12
19	19	20	6	13
16	8	15	12	7
11	13	3	14	9
14	10	17	8	6
2	14	2	14	13
10	13	3	18	16
14	16	4	16	16
1	5	3	13	10
7	7	1	16	4
8	11	18	14	12
6	19	7	1	10
1	3	7	17	4
13	10	9	17	11
8	1	16	2	15
1	15	16	5	9
3	15	19	3	17
16	5	12	7	2
15	9	11	1	9
17	4	11	6	9
6	1	7	5	7
2	18	5	7	11
9	1	17	13	13
2	12	4	7	17
6	15	17	1	7
9	9	12	16	13
7	10	12	15	13
19	4	9	1	11
4	14	12	12	17
7	13	12	12	3
1	13	13	19	13
4	2	11	6	16
19	16	1	19	19
3	10	4	3	11
13	16	18	17	3
11	15	15	13	2
6	7	13	13	16
5	6	8	4	6
12	7	10	17	15
9	11	18	17	3
3	20	14	12	16
19	15	12	6	12
14	7	3	18	7
7	12	7	10	12
14	3	2	17	10
17	16	7	20	11
11	9	1	1	20
15	20	17	8	8
11	13	16	1	13
19	12	7	8	16
5	3	6	3	7
4	18	5	1	15
4	12	17	2	5
3	10	9	15	2
5	17	16	7	19
12	16	11	16	19
15	16	20	2	11
13	2	8	7	15
20	7	16	4	20
12	19	6	17	10
11	11	3	2	10
13	8	6	1	18
3	16	17	12	9
13	14	9	9	3
17	14	19	19	5
6	2	19	18	1
8	18	13	20	4
6	8	16	7	15
6	18	2	6	10
14	1	13	11	8
10	20	17	4	5
20	4	6	11	12
13	10	4	7	11
4	17	19	13	12
18	3	11	13	20
5	10	20	4	20
9	13	15	9	10
11	20	19	2	9
18	8	7	13	15
16	5	19	1	4
3	19	3	2	19
8	1	10	20	5
4	1	20	3	7
9	2	16	14	9
11	12	19	7	16
1	15	2	19	2
1	13	20	15	13
1	10	6	9	20
14	1	2	8	7
2	1	11	13	13
5	4	16	17	11
12	10	11	10	1
14	17	8	18	13
7	18	8	10	12
12	10	3	14	17
8	16	8	8	18
8	13	19	8	20
10	16	19	19	6
16	7	10	8	14
8	1	13	9	14
6	20	14	13	8
13	20	8	18	6
19	5	7	16	9
13	19	17	7	18
18	14	20	10	14
16	3	11	10	15
12	1	2	18	17
5	14	20	17	2
4	12	11	19	7
4	9	14	6	8
19	17	11	8	20
1	19	3	15	18
14	13	4	2	13
8	17	4	11	14
12	1	15	9	20
19	1	15	7	20
10	3	14	2	18
3	12	9	9	7
9	15	18	12	3
1	3	16	2	3
19	20	20	10	8
2	20	3	12	20
1	20	13	16	5
7	14	3	14	17
2	16	20	11	11
17	17	9	8	18
2	16	16	10	2
10	6	12	3	12
1	16	20	14	10
3	6	8	11	14
17	8	14	7	10
6	9	1	12	3
16	17	9	16	11
7	15	14	5	1
15	12	10	15	15
7	10	10	15	19
6	17	9	14	3
15	5	3	6	3
16	4	9	4	16
9	18	15	2	7
15	17	3	7	20
13	19	5	12	20
18	14	5	19	1
17	2	4	16	7
14	18	9	11	17
14	8	9	3	15
3	15	12	9	1
19	18	5	14	15
10	15	3	4	18
4	9	9	6	15
14	1	3	8	3
16	1	18	10	13
14	5	17	10	16
5	12	14	14	13
17	11	12	15	1
6	20	4	8	15
16	2	2	15	9
2	16	12	10	5
15	15	11	11	16
14	19	11	1	10
1	11	8	13	15
2	16	14	17	19
8	4	11	10	2
6	16	20	1	10
19	15	1	2	18
15	11	1	10	2
12	11	18	19	20
3	3	8	11	11
5	18	18	8	15
14	10	14	2	8
8	1	9	18	12
3	16	8	16	11
4	13	17	9	3
13	7	8	20	7
17	5	12	5	14
18	14	12	8	2
12	11	7	18	7
10	15	7	20	9
19	8	6	12	5
16	6	1	1	11
20	16	6	1	12
16	3	15	2	10
13	7	17	10	20
16	20	5	11	13
6	3	20	5	3
7	5	20	17	4
20	13	4	7	8
13	4	17	10	8
8	13	2	18	4
9	16	12	11	19
3	16	14	13	11
14	15	14	4	2
15	2	8	9	4
1	10	8	17	18
4	13	3	5	11
7	16	16	12	8
8	16	14	5	10
4	6	5	17	6
15	11	13	19	11
16	4	9	11	12
16	8	2	17	3
5	8	15	13	16
15	11	19	19	8
14	13	14	8	13
13	16	17	17	2
14	16	9	14	5
12	19	7	7	10
8	8	2	17	3
17	12	7	13	11
3	18	13	12	14
10	11	19	13	1
2	17	15	12	7
1	9	15	10	17
11	1	3	12	17
15	2	2	10	11
12	20	13	8	2
12	10	19	2	6
6	11	17	20	7
19	3	19	5	17
15	8	17	4	19
13	16	5	17	12
16	14	15	1	5
15	5	10	17	13
15	6	6	20	19
13	12	20	20	4
9	9	4	19	15
11	1	14	2	14
2	5	11	17	10
12	19	17	5	14
14	6	12	20	4
11	20	8	3	19
5	15	17	15	1
14	3	6	4	19
18	12	1	16	8
3	16	20	1	10
5	16	12	5	4
6	1	15	5	17
9	1	12	11	2
8	10	12	16	4
7	12	6	5	17
10	18	10	20	7
10	14	14	18	20
20	18	18	15	14
5	5	6	18	14
16	10	18	11	2
1	2	11	15	4
4	7	6	9	4
5	4	6	11	17
7	14	18	17	10
3	2	9	3	8
1	11	2	13	3
5	12	1	12	14
13	5	13	2	3
13	7	13	18	18
6	10	14	13	4
9	2	16	3	2
4	5	18	11	19
18	20	20	7	2
9	11	10	7	7
10	12	14	2	6
7	1	9	2	18
2	20	12	15	15
9	8	19	5	12
3	8	3	10	4
12	10	17	11	4
14	14	10	18	20
13	4	11	11	15
11	11	17	11	11
5	10	10	3	10
7	16	9	1	20
9	10	20	8	6
19	2	11	5	1
14	15	2	17	8
12	11	1	18	10
16	5	17	8	10
2	4	9	6	11
16	20	1	11	15
20	15	20	11	1
19	3	3	13	11
1	18	17	9	3
11	15	13	16	16
4	7	17	2	19
20	6	5	16	2
6	14	8	15	13
11	15	18	7	8
3	9	2	6	20
13	15	10	4	20
1	16	8	11	2
10	15	16	5	8
6	15	20	9	19
7	2	14	3	4
7	3	2	19	6
14	4	15	19	12
5	11	9	11	15
20	14	12	19	10
9	16	9	10	12
1	18	3	16	17
1	2	10	4	1
19	6	20	4	6
12	3	19	14	9
7	17	11	7	12
14	19	3	6	12
18	12	11	5	1
17	14	6	17	11
17	4	20	6	18
15	2	13	5	20
10	16	15	11	18
11	14	13	17	9
20	10	9	18	11
7	17	1	7	16
13	3	11	6	20
10	20	20	16	17
19	19	20	16	9
18	17	2	2	2
12	19	20	5	8
10	20	13	13	20
16	5	14	10	3
11	11	17	12	17
3	13	6	5	16
18	16	1	4	19
7	20	3	2	10
8	1	16	4	3
7	14	1	13	16
16	12	19	2	6
9	9	10	10	11
9	6	9	13	11
13	10	5	19	11
4	13	6	20	14
13	1	19	17	14
8	17	9	2	19
1	18	1	8	20
11	12	16	8	17
6	15	15	12	18
7	13	6	2	19
14	2	16	14	19
6	11	10	9	5
9	18	18	3	11
20	19	10	13	2
2	3	3	16	3
13	18	11	19	8
18	1	15	16	20
4	11	15	3	20
5	20	9	19	8
16	12	10	8	5
4	11	4	19	2
17	18	1	15	6
7	5	11	19	2
13	7	2	6	14
15	19	1	18	1
5	17	1	8	10
11	6	1	17	20
9	16	15	13	2
13	15	19	14	18
8	15	1	10	10
12	3	7	2	13
18	20	18	16	3
3	19	5	16	18
8	8	18	17	9
17	18	13	10	12
3	18	14	8	10
3	3	6	17	2
20	4	17	15	10
15	16	2	10	20
18	20	3	15	19
5	1	3	1	6
10	12	6	18	4
13	1	6	7	7
9	16	14	9	6
8	16	3	19	1
1	20	19	19	3
18	3	11	18	15
5	11	7	18	4
20	1	13	7	18
19	12	1	19	7
9	8	1	5	18
11	10	16	8	15
20	13	16	7	3
9	11	9	5	7
10	6	9	6	5
20	5	20	12	20
6	18	20	14	16
10	18	18	7	8
6	19	6	8	12
12	18	18	17	12
7	4	11	14	12
9	17	1	12	8
9	11	19	12	4
4	19	5	15	10
9	12	14	18	5
1	6	18	4	12
5	3	14	18	16
20	2	4	18	9
5	20	5	4	5
8	3	2	13	19
4	17	4	5	15
6	17	10	19	1
2	15	12	9	9
19	9	8	16	13
12	15	20	14	2
9	17	5	8	16
3	15	11	12	7
8	10	12	16	20
12	2	8	10	11
17	5	18	16	16
16	15	6	18	3
6	7	20	5	5
16	9	10	8	3
4	16	12	3	6
18	6	7	12	2
2	8	8	9	20
12	5	1	18	8
18	12	16	5	19
5	20	5	7	18
4	8	12	12	2
11	8	12	1	18
15	5	6	5	2
13	17	6	5	19
12	17	3	8	11
7	12	4	11	7
14	20	10	5	6
8	5	2	11	20
1	12	18	13	10
18	6	12	7	3
20	9	20	18	17
18	5	9	6	15
18	2	4	16	12
20	12	3	19	17
8	2	10	13	3
6	4	13	18	1
8	16	7	15	10
1	17	18	16	3
9	5	16	15	20
4	5	5	16	10
2	7	16	18	15
2	10	3	5	9
4	11	18	10	15
14	4	6	8	13
13	17	18	12	15
4	16	18	16	14
11	18	13	7	15
4	17	1	20	4
7	6	4	13	7
16	3	5	16	7
5	15	20	8	7
17	14	20	15	9
10	10	11	16	10
13	9	17	7	17
9	15	10	17	9
20	19	20	14	10
15	20	15	16	16
8	18	4	18	5
9	15	14	13	16
15	9	8	6	13
9	2	10	10	18
8	8	16	15	10
3	18	9	11	15
10	5	11	2	9
15	5	15	14	14
19	12	14	6	17
7	6	5	6	16
2	2	10	12	6
9	2	15	20	16
10	4	7	12	1
10	8	6	2	18
15	14	11	11	7
15	4	13	4	19
17	16	17	5	1
5	13	7	18	19
11	9	1	8	7
19	1	18	11	15
9	4	1	3	12
12	16	6	18	5
19	13	9	6	8
18	15	10	16	16
7	14	17	16	14
5	16	8	15	18
14	18	7	11	4
5	11	1	1	15
2	11	4	9	2
9	9	12	13	5
3	5	6	5	9
16	19	20	13	7
15	19	7	5	8
7	17	12	18	18
