1647240 95 90 93 1 278 279   998 485
8600213 86 71 57 10 214 224    
512143 83 54 77 8 214 222    
4664570 37 88 89 6 214 220    
7926129 92 48 74 6 214 220    
6031353 57 95 62 4 214 218    
8257732 48 77 88 5 213 218    
9727013 88 29 96 4 213 217    
9570113 40 84 89 3 213 216    
4438401 65 79 68 9 212 221    
2500360 87 63 62 6 212 218    
4196376 92 79 41 4 212 216    
6748792 91 35 85 10 211 221    
7724533 79 56 76 9 211 220    
2764902 93 99 19 8 211 219    
9727425 72 54 85 6 211 217    
1198222 84 78 49 4 211 215    
481106 92 91 27 10 210 220    
6313074 96 27 87 6 210 216    
6772411 63 88 58 10 209 219    
9980993 52 77 80 9 209 218    
4789003 31 83 95 3 209 212    
7957670 19 97 93 3 209 212    
4450692 40 98 71 2 209 211    
7171498 55 100 54 1 209 210    
3237 71 40 97 10 208 218    
5448302 67 59 82 8 208 216    
1243795 79 85 44 5 208 213    
6965768 57 76 75 5 208 213    
6799620 50 60 97 9 207 216    
5941048 85 52 70 8 207 215    
4716508 100 89 18 6 207 213    
1472661 13 94 100 1 207 208    
4978696 33 88 85 10 206 216    
6409428 73 46 87 10 206 216    
2472746 12 96 98 7 206 213    
5902868 58 99 49 6 206 212    
90750 95 55 56 5 206 211    
5992278 96 45 65 5 206 211    
8625190 77 65 64 5 206 211    
1735153 42 96 68 4 206 210    
2477410 93 97 16 3 206 209    
1794351 98 57 51 2 206 208    
1736840 64 93 48 3 205 208    
6725211 85 91 28 10 204 214    
9194816 89 66 49 7 204 211    
1998562 92 95 17 5 204 209    
5669756 97 45 62 2 204 206    
4480570 53 90 60 10 203 213    
2649521 77 80 46 9 203 212    
3311746 82 54 67 9 203 212    
8507719 79 69 55 9 203 212    
3501652 77 46 80 7 203 210    
5370581 90 23 90 7 203 210    
389515 89 61 53 2 203 205    
5612973 74 58 71 2 203 205    
2194333 63 54 86 1 203 204    
796603 91 46 65 10 202 212    
2677094 94 13 95 3 202 205    
5617755 59 48 95 3 202 205    
5758999 42 79 80 9 201 210    
1791981 76 40 85 8 201 209    
9374685 97 35 69 5 201 206    
8407842 75 58 68 4 201 205    
4625319 62 86 53 1 201 202    
5640492 66 82 52 10 200 210    
2932858 29 99 72 9 200 209    
4603765 73 97 30 9 200 209    
5042827 73 70 57 7 200 207    
9806242 91 39 70 7 200 207    
1576414 96 80 24 2 200 202    
2843040 69 39 92 2 200 202    
3532149 29 78 93 1 200 201    
7407494 98 33 68 7 199 206    
2772349 42 65 92 6 199 205    
777002 74 80 45 5 199 204    
4809843 69 51 79 4 199 203    
7710295 62 41 95 7 198 205    
9788636 93 84 21 6 198 204    
7989883 75 97 26 5 198 203    
4114085 64 61 73 2 198 200    
8501568 59 92 47 2 198 200    
8872969 80 18 100 1 198 199    
8497401 72 45 80 9 197 206    
4235208 94 46 57 7 197 204    
7426285 96 32 69 5 197 202    
9691641 37 62 98 4 197 201    
9249788 88 37 72 1 197 198    
3009031 86 62 48 10 196 206    
1559237 63 52 81 9 196 205    
2437623 25 79 92 6 196 202    
6008680 75 76 45 2 196 198    
5105569 79 20 97 1 196 197    
6069407 32 85 78 10 195 205    
6764749 10 85 100 5 195 200    
5289449 69 40 85 6 194 200    
293998 54 100 40 4 194 198    
8339620 79 86 29 1 194 195    
7841053 8 89 96 10 193 203    
7161946 71 26 96 9 193 202    
228865 50 76 67 8 193 201    
9750992 39 81 73 8 193 201    
7877697 82 13 98 7 193 200    
8637140 82 93 18 5 193 198    
512460 68 79 46 3 193 196    
1780249 99 58 36 3 193 196    
2469232 67 41 85 3 193 196    
9485973 59 75 59 2 193 195    
798171 5 90 97 8 192 200    
177755 6 91 95 5 192 197    
7376009 79 62 51 2 192 194    
227153 60 65 66 9 191 200    
6770137 50 52 89 4 191 195    
9751792 91 58 42 1 191 192    
3523165 76 16 98 10 190 200    
7309079 24 92 74 8 190 198    
9691806 71 79 40 8 190 198    
8139635 85 7 98 5 190 195    
1390670 100 10 80 3 190 193    
1025846 94 57 39 1 190 191    
5051578 10 85 95 1 190 191    
9499540 39 80 71 1 190 191    
131330 83 29 77 8 189 197    
9158089 34 87 68 8 189 197    
7305714 93 23 73 7 189 196    
2282297 64 41 84 2 189 191    
2410627 42 66 80 9 188 197    
895532 82 59 47 7 188 195    
4170680 75 20 93 5 188 193    
8309009 48 63 77 4 188 192    
6456962 89 56 43 3 188 191    
174718 56 83 49 2 188 190    
449324 65 48 75 2 188 190    
1765267 71 73 43 9 187 196    
7818540 96 47 44 9 187 196    
4291738 23 76 88 8 187 195    
5464364 64 99 24 8 187 195    
9784517 98 2 87 5 187 192    
1235470 69 100 18 2 187 189    
2332293 89 11 86 10 186 196    
1798029 83 64 39 8 186 194    
8050635 55 61 70 8 186 194    
3611813 97 19 70 7 186 193    
320445 16 75 95 5 186 191    
1175226 53 84 49 2 186 188    
2832651 76 59 51 2 186 188    
9685943 58 90 38 2 186 188    
3642212 71 25 89 7 185 192    
5632785 57 73 55 6 185 191    
8679509 68 55 62 6 185 191    
8695385 26 98 61 6 185 191    
9882273 89 50 46 5 185 190    
341566 22 94 69 4 185 189    
3932548 89 16 80 4 185 189    
5632912 70 17 98 3 185 188    
9194375 40 54 91 3 185 188    
9632567 45 88 52 2 185 187    
3396532 59 84 41 2 184 186    
4600702 89 83 12 2 184 186    
5831396 93 9 81 7 183 190    
8219753 12 94 77 6 183 189    
4423003 94 21 68 5 183 188    
6453541 73 72 38 4 183 187    
2226737 5 82 96 2 183 185    
2504092 50 87 46 2 183 185    
6292192 62 59 62 2 183 185    
7838313 16 85 82 1 183 184    
8920014 63 96 24 1 183 184    
7041930 83 71 28 10 182 192    
4950121 83 8 91 8 182 190    
3964775 43 45 94 7 182 189    
5597364 92 87 3 6 182 188    
9312589 51 83 48 5 182 187    
1148370 33 61 88 3 182 185    
9937168 68 61 53 3 182 185    
4781278 89 6 86 10 181 191    
1447118 69 75 37 6 181 187    
9590613 8 78 95 5 181 186    
4918681 79 14 88 3 181 184    
4199412 7 84 89 7 180 187    
8574372 87 64 29 6 180 186    
2307729 90 35 55 4 180 184    
4005318 64 22 94 3 180 183    
9613452 69 55 56 3 180 183    
2980000 76 66 38 1 180 181    
3075983 70 73 36 9 179 188    
5604157 98 70 11 6 179 185    
8801843 99 7 73 2 179 181    
323255 86 34 59 1 179 180    
7233759 62 45 72 1 179 180    
1044043 44 69 65 10 178 188    
2031414 18 67 93 7 178 185    
9531444 50 40 88 7 178 185    
6307150 73 54 51 2 178 180    
9171737 82 60 36 1 178 179    
8430286 94 25 58 9 177 186    
1317007 44 86 47 7 177 184    
6226600 25 81 71 7 177 184    
879870 67 94 16 6 177 183    
3727930 75 100 2 6 177 183    
5058563 29 51 97 6 177 183    
3156096 90 17 70 5 177 182    
8907108 1 76 100 5 177 182    
4633158 82 89 5 9 176 185    
8031014 69 20 87 9 176 185    
6320318 93 31 52 8 176 184    
241016 52 27 97 5 176 181    
5174594 92 78 6 5 176 181    
6636953 36 61 79 5 176 181    
113765 41 51 84 4 176 180    
2049265 40 97 39 4 176 180    
3538821 76 66 34 3 176 179    
4714579 64 36 76 1 176 177    
4822161 13 72 90 7 175 182    
1078072 74 100 1 6 175 181    
7986900 79 29 67 6 175 181    
1901372 83 73 19 5 175 180    
9754458 45 53 77 3 175 178    
3452266 71 65 39 2 175 177    
7308564 56 75 44 2 175 177    
9248288 93 51 31 2 175 177    
9357588 28 54 93 1 175 176    
407631 79 92 3 10 174 184    
1896065 47 48 79 6 174 180    
4217248 70 89 15 5 174 179    
8452362 62 98 14 5 174 179    
1877730 54 38 82 4 174 178    
4044151 54 88 32 3 174 177    
228721 85 15 74 2 174 176    
6420631 47 65 62 2 174 176    
4517488 57 76 41 1 174 175    
2450922 27 68 78 10 173 183    
3896076 47 100 26 9 173 182    
3222911 77 90 6 7 173 180    
6365239 4 80 89 7 173 180    
2266775 61 40 72 6 173 179    
4533887 64 47 62 6 173 179    
1868150 52 95 26 5 173 178    
1143195 69 19 85 4 173 177    
8952629 17 76 80 4 173 177    
1686441 23 77 73 1 173 174    
2987393 77 41 54 10 172 182    
4201710 32 93 47 10 172 182    
5118898 66 68 37 9 171 180    
8370309 63 46 62 9 171 180    
3204092 41 84 46 3 171 174    
4652792 99 41 31 3 171 174    
5457813 66 90 15 3 171 174    
6016670 75 57 39 1 171 172    
5003358 77 79 14 10 170 180    
534574 39 77 54 9 170 179    
9908407 80 31 59 8 170 178    
6077021 63 91 16 7 170 177    
7968043 51 58 61 5 170 175    
1266096 36 55 79 4 170 174    
5774108 77 69 23 8 169 177    
4072202 26 45 98 7 169 176    
2851149 90 35 44 6 169 175    
317121 89 17 63 5 169 174    
1937002 58 36 75 5 169 174    
2543110 29 100 40 4 169 173    
6991159 99 21 49 4 169 173    
9502379 21 91 57 3 169 172    
9168053 58 16 95 1 169 170    
6049221 53 42 73 10 168 178    
6308379 61 85 22 10 168 178    
8727554 76 63 29 8 168 176    
9757834 47 70 51 5 168 173    
7901314 12 90 66 4 168 172    
8954342 54 100 14 4 168 172    
6907033 77 71 20 3 168 171    
1326005 30 83 55 1 168 169    
3819500 79 6 83 1 168 169    
7443226 54 17 96 10 167 177    
904253 79 51 37 4 167 171    
8952818 25 70 72 4 167 171    
948129 8 79 80 3 167 170    
1088268 10 65 92 3 167 170    
2153864 22 52 93 3 167 170    
2293049 11 57 99 2 167 169    
2430266 73 12 81 8 166 174    
8821307 81 14 71 5 166 171    
1656199 40 66 59 10 165 175    
2962157 17 71 77 10 165 175    
8709771 49 37 79 8 165 173    
2560487 42 65 58 3 165 168    
2227761 68 96 1 1 165 166    
4595712 84 9 72 1 165 166    
7492210 43 25 97 1 165 166    
1390029 48 97 19 8 164 172    
4344604 62 47 55 7 164 171    
5082681 83 10 71 7 164 171    
5522821 1 63 100 5 164 169    
3298466 41 84 39 4 164 168    
672236 45 45 74 3 164 167    
632548 76 54 34 2 164 166    
5460535 72 53 38 9 163 172    
618416 43 85 35 8 163 171    
7430870 85 52 26 8 163 171    
3942216 17 73 73 6 163 169    
1577549 88 18 57 5 163 168    
4765767 97 5 61 4 163 167    
7724636 67 67 29 3 163 166    
9784337 66 41 56 3 163 166    
1349254 28 55 80 1 163 164    
7062630 23 54 86 1 163 164    
4481839 98 49 15 7 162 169    
6554149 15 77 70 7 162 169    
5463793 56 8 98 6 162 168    
3141451 56 29 77 5 162 167    
6498985 56 53 53 5 162 167    
7566292 52 16 94 5 162 167    
8317352 45 51 66 4 162 166    
264230 98 27 37 2 162 164    
9440390 81 38 43 2 162 164    
7736623 81 26 55 1 162 163    
7793364 61 65 36 1 162 163    
2185415 60 17 84 10 161 171    
4884958 53 99 9 10 161 171    
5069671 80 15 66 10 161 171    
8693644 32 34 95 9 161 170    
6791916 87 35 39 5 161 166    
1094161 97 59 5 4 161 165    
1112588 77 81 3 2 161 163    
7908632 23 63 75 2 161 163    
7786913 29 74 57 9 160 169    
2509527 74 28 58 8 160 168    
8228755 60 51 49 8 160 168    
2775657 34 98 28 7 160 167    
2093420 42 38 80 2 160 162    
2499477 85 33 42 2 160 162    
8167583 75 41 44 2 160 162    
8770375 61 85 14 2 160 162    
4296703 20 39 100 10 159 169    
1007628 55 24 80 8 159 167    
6478150 53 24 82 8 159 167    
8437480 54 77 28 8 159 167    
8706676 62 69 28 6 159 165    
6548188 67 57 35 4 159 163    
6703571 12 68 79 1 159 160    
5918085 60 41 57 10 158 168    
9820864 66 42 50 8 158 166    
3039835 52 28 78 6 158 164    
9842537 38 75 45 5 158 163    
4993514 82 40 36 4 158 162    
5169971 94 23 41 4 158 162    
4220888 37 32 89 1 158 159    
4772629 48 56 53 10 157 167    
3109538 47 71 39 7 157 164    
5634444 73 50 34 6 157 163    
8650882 48 79 30 5 157 162    
515982 37 22 98 3 157 160    
7552313 45 24 87 10 156 166    
2686119 50 26 80 9 156 165    
2801895 6 99 51 8 156 164    
5133542 70 24 62 8 156 164    
8511921 43 31 82 8 156 164    
2013238 25 97 34 6 156 162    
4063527 84 10 62 4 156 160    
1501842 44 74 38 2 156 158    
3488933 92 35 29 2 156 158    
6991247 31 27 98 1 156 157    
7788973 66 48 42 1 156 157    
3060136 55 12 88 9 155 164    
6502831 41 88 26 9 155 164    
2246431 85 5 65 8 155 163    
5520983 98 40 17 8 155 163    
5662749 71 15 69 8 155 163    
4357700 90 40 25 7 155 162    
6427209 26 63 66 7 155 162    
3310257 74 48 33 3 155 158    
7600410 72 5 78 1 155 156    
1776836 53 15 86 9 154 163    
4099771 24 65 65 9 154 163    
3965078 55 7 92 8 154 162    
9821847 4 76 74 8 154 162    
1501987 56 94 4 5 154 159    
6214462 14 92 48 5 154 159    
6944786 47 28 79 5 154 159    
7423137 39 43 72 5 154 159    
8527230 90 55 9 5 154 159    
398782 51 32 71 4 154 158    
8628476 81 34 39 4 154 158    
9834013 10 82 62 3 154 157    
226573 4 92 58 2 154 156    
1059849 36 70 48 2 154 156    
4028972 78 60 15 9 153 162    
2172813 50 66 37 8 153 161    
3410201 8 45 100 8 153 161    
6490144 64 28 61 8 153 161    
2027832 42 20 91 7 153 160    
5816231 40 75 38 5 153 158    
1840433 73 79 1 2 153 155    
1075615 32 78 42 9 152 161    
9122596 60 19 73 7 152 159    
1509084 91 4 57 6 152 158    
1869240 27 93 32 6 152 158    
485936 69 4 79 5 152 157    
7122660 56 76 20 3 152 155    
284553 55 24 73 2 152 154    
975012 56 2 94 1 152 153    
3704681 21 34 97 1 152 153    
2497902 42 32 77 10 151 161    
4158708 2 90 59 9 151 160    
2817358 32 43 76 8 151 159    
8504469 12 39 100 8 151 159    
5926954 33 35 83 4 151 155    
8978761 85 27 39 2 151 153    
473312 20 87 44 1 151 152    
9028238 26 35 89 10 150 160    
9505189 58 24 68 10 150 160    
9999193 28 34 88 10 150 160    
2228825 51 40 59 8 150 158    
6473546 97 24 29 8 150 158    
6734053 13 64 73 7 150 157    
8840010 62 32 56 7 150 157    
2343837 74 73 3 5 150 155    
3296517 38 32 80 4 150 154    
4949818 34 30 86 1 150 151    
604220 30 60 59 6 149 155    
2172923 85 7 57 6 149 155    
4396914 52 71 26 6 149 155    
5756076 51 80 18 6 149 155    
5150444 61 18 70 5 149 154    
1392693 25 76 48 3 149 152    
4945392 43 40 66 3 149 152    
6232693 84 44 21 3 149 152    
7195502 93 14 42 1 149 150    
4944528 34 64 50 9 148 157    
835567 56 80 12 8 148 156    
3565695 61 24 63 8 148 156    
4340022 47 93 8 8 148 156    
9035174 88 33 27 7 148 155    
9996728 35 18 95 6 148 154    
465540 27 96 25 5 148 153    
6570441 21 74 53 5 148 153    
4895428 38 93 17 3 148 151    
1157266 64 71 13 2 148 150    
9641381 76 15 57 2 148 150    
9895602 22 31 95 1 148 149    
4686305 82 16 49 10 147 157    
4938917 94 18 35 8 147 155    
140288 89 42 16 5 147 152    
6008613 92 7 48 4 147 151    
826564 72 16 59 3 147 150    
7905079 7 70 70 3 147 150    
8807464 14 68 64 10 146 156    
9260415 59 17 70 9 146 155    
1496686 78 20 48 8 146 154    
9752672 26 98 22 5 146 151    
2412526 48 90 8 4 146 150    
4644493 42 17 87 4 146 150    
8459928 33 95 18 4 146 150    
3132062 73 32 41 3 146 149    
3164464 42 12 92 1 146 147    
5251263 52 41 53 1 146 147    
3963004 9 47 89 10 145 155    
4197377 100 43 2 8 145 153    
4240728 92 39 14 8 145 153    
6297650 59 36 50 8 145 153    
488864 5 71 69 6 145 151    
1291628 56 26 63 5 145 150    
5091027 93 6 46 4 145 149    
6127674 1 70 74 4 145 149    
8185648 52 40 52 7 144 151    
8046636 30 17 97 5 144 149    
6707267 77 13 54 3 144 147    
2163495 8 44 92 2 144 146    
1702573 35 99 9 9 143 152    
5324894 93 7 43 7 143 150    
4943239 90 22 31 5 143 148    
8490555 51 26 66 5 143 148    
6509338 89 12 42 3 143 146    
1713457 97 28 18 2 143 145    
2924161 39 36 67 8 142 150    
5434319 89 45 8 8 142 150    
608756 40 57 45 7 142 149    
7798913 6 69 67 6 142 148    
7942841 51 31 60 4 142 146    
1169882 12 46 84 1 142 143    
6729921 56 33 52 8 141 149    
376130 1 99 41 7 141 148    
1777344 75 44 22 3 141 144    
2040115 10 40 91 3 141 144    
4645247 75 57 9 3 141 144    
6588433 8 81 52 3 141 144    
2061305 46 31 64 2 141 143    
3464459 22 69 50 2 141 143    
3910646 56 21 63 10 140 150    
5446226 56 8 76 8 140 148    
9727879 60 72 8 3 140 143    
5202722 31 98 11 2 140 142    
1934052 5 82 52 10 139 149    
6265137 18 85 36 10 139 149    
931550 95 42 2 8 139 147    
9817539 88 11 40 7 139 146    
1587392 93 37 9 5 139 144    
4115803 64 59 16 4 139 143    
4986921 2 81 56 2 139 141    
9163322 18 39 82 2 139 141    
8050027 85 38 16 1 139 140    
9732684 26 97 15 10 138 148    
616312 26 32 80 9 138 147    
682764 13 66 59 5 138 143    
4170533 35 22 81 1 138 139    
5118092 71 33 33 10 137 147    
5479447 75 35 27 9 137 146    
4915238 82 20 35 8 137 145    
9595387 22 87 28 7 137 144    
9222670 19 53 65 5 137 142    
8651841 64 19 54 4 137 141    
414498 38 36 63 3 137 140    
597142 99 9 28 10 136 146    
302295 15 24 97 7 136 143    
3925096 60 42 34 4 136 140    
4278970 51 23 62 4 136 140    
6967082 32 54 50 1 136 137    
540496 2 41 92 10 135 145    
6650804 59 3 73 8 135 143    
3915910 37 26 72 7 135 142    
170007 1 88 46 6 135 141    
5825967 87 12 36 6 135 141    
4883047 9 76 50 5 135 140    
5494291 56 77 2 4 135 139    
6411974 31 41 63 4 135 139    
9375863 96 5 34 2 135 137    
8530508 38 55 42 1 135 136    
3794207 17 68 49 9 134 143    
3098098 18 71 45 7 134 141    
1681503 8 46 80 6 134 140    
2273499 76 12 46 4 134 138    
5436957 83 16 35 4 134 138    
786374 39 40 55 2 134 136    
4317494 51 70 13 2 134 136    
1750671 52 19 62 10 133 143    
6325060 32 57 44 8 133 141    
8857955 21 91 21 8 133 141    
6144837 35 47 51 7 133 140    
6921372 28 92 13 6 133 139    
8509180 64 36 33 6 133 139    
4763523 44 29 60 2 133 135    
3862640 47 78 7 9 132 141    
6649731 10 38 84 9 132 141    
1859354 64 16 52 7 132 139    
8401061 24 11 97 6 132 138    
1943794 52 30 50 1 132 133    
2564017 52 70 10 1 132 133    
9469747 38 72 22 1 132 133    
3384310 65 24 42 10 131 141    
7968394 88 25 18 9 131 140    
1832334 62 32 37 8 131 139    
65598 32 46 53 7 131 138    
8633191 35 77 19 7 131 138    
3188847 48 36 47 5 131 136    
6355147 19 62 50 3 131 134    
7363479 22 72 37 3 131 134    
6605062 40 74 16 6 130 136    
7146218 78 44 8 6 130 136    
6580050 88 39 3 5 130 135    
6738314 65 10 55 3 130 133    
6792607 80 25 25 2 130 132    
3739182 63 17 50 1 130 131    
356313 42 31 56 9 129 138    
1665700 89 13 27 8 129 137    
7876005 2 82 45 8 129 137    
7899840 41 6 82 7 129 136    
7145562 26 26 77 1 129 130    
1663146 41 65 22 10 128 138    
3337427 50 74 4 9 128 137    
4507762 56 48 24 8 128 136    
927846 18 21 89 7 128 135    
1273776 14 70 44 6 128 134    
332343 26 72 29 10 127 137    
6716544 32 27 68 9 127 136    
1280953 26 63 38 7 127 134    
5703139 61 52 14 6 127 133    
7635733 21 12 94 6 127 133    
7345570 95 25 7 2 127 129    
3513593 40 26 61 1 127 128    
66853 68 10 48 10 126 136    
5133420 27 85 14 10 126 136    
5157150 73 16 37 8 126 134    
4527846 18 36 72 5 126 131    
30048 88 2 36 4 126 130    
2016544 9 66 51 2 126 128    
2883100 16 30 80 2 126 128    
6331476 57 25 44 2 126 128    
338032 24 73 29 1 126 127    
2981580 28 53 44 10 125 135    
4149991 90 13 22 10 125 135    
8114593 29 35 61 9 125 134    
2464901 3 47 75 8 125 133    
1362043 67 48 10 7 125 132    
3844865 51 12 62 2 125 127    
1202939 77 16 31 9 124 133    
5745499 78 19 27 6 124 130    
8563968 46 39 39 6 124 130    
1435652 21 72 31 4 124 128    
9971783 25 35 64 4 124 128    
6536950 15 42 67 3 124 127    
6899574 21 36 67 2 124 126    
331327 9 27 87 9 123 132    
7591685 76 30 17 9 123 132    
548852 53 18 52 6 123 129    
8203975 34 52 37 6 123 129    
4762898 19 81 23 5 123 128    
9094791 81 23 19 4 123 127    
470368 21 38 64 2 123 125    
644678 53 26 44 2 123 125    
2762998 25 48 50 2 123 125    
7793395 7 100 16 2 123 125    
8063341 4 36 82 6 122 128    
8121197 61 24 37 5 122 127    
8427273 27 70 25 5 122 127    
3700700 67 35 20 4 122 126    
6779113 49 67 6 3 122 125    
6922987 77 31 14 3 122 125    
9947662 22 62 38 3 122 125    
7074720 44 40 38 1 122 123    
5695519 49 3 69 7 121 128    
5591047 29 11 81 6 121 127    
7088110 83 13 25 6 121 127    
5161071 40 19 62 5 121 126    
4993970 28 17 76 2 121 123    
2516569 59 36 26 1 121 122    
4216030 48 48 25 1 121 122    
8843996 55 42 23 9 120 129    
19041 49 69 2 8 120 128    
2597342 99 13 8 8 120 128    
6512239 17 71 32 8 120 128    
9441495 96 2 22 8 120 128    
573561 71 30 19 7 120 127    
8520562 43 47 30 7 120 127    
4855621 80 23 17 6 120 126    
9536036 80 33 7 6 120 126    
3925149 43 4 73 5 120 125    
2663223 43 30 47 4 120 124    
5326654 64 37 19 4 120 124    
6404084 26 41 53 1 120 121    
2775451 15 93 11 7 119 126    
6425876 10 44 65 7 119 126    
5401858 37 18 64 6 119 125    
3585980 3 27 89 4 119 123    
3108334 16 8 95 3 119 122    
3671450 48 5 66 2 119 121    
5657128 4 16 98 10 118 128    
8379916 6 94 18 10 118 128    
9499596 17 22 79 10 118 128    
4080736 54 51 13 6 118 124    
3531696 31 16 71 5 118 123    
635472 7 19 92 3 118 121    
5144838 20 73 25 2 118 120    
7228239 25 56 36 10 117 127    
9004022 10 76 31 10 117 127    
1406336 85 5 27 8 117 125    
5608575 24 56 37 8 117 125    
9823921 55 36 26 4 117 121    
4732793 19 68 29 10 116 126    
6088116 11 67 38 8 116 124    
5353619 15 2 99 7 116 123    
4093317 42 53 21 4 116 120    
5861108 56 6 54 3 116 119    
8065096 11 35 69 10 115 125    
3588248 5 81 29 8 115 123    
7462948 13 65 37 8 115 123    
9256600 32 54 29 8 115 123    
1343094 62 8 45 7 115 122    
8312848 17 25 73 2 115 117    
2572786 71 38 6 1 115 116    
9270600 69 18 28 1 115 116    
6658873 6 81 27 9 114 123    
6940217 66 25 23 7 114 121    
8867709 97 7 10 3 114 117    
839266 36 67 11 1 114 115    
1034389 34 58 21 10 113 123    
7631701 23 80 10 10 113 123    
6305733 31 2 80 8 113 121    
6470214 11 44 58 8 113 121    
657358 51 38 24 7 113 120    
340793 35 35 43 5 113 118    
415115 21 21 71 5 113 118    
7833518 93 11 9 5 113 118    
5294112 1 56 56 4 113 117    
7699926 6 43 64 4 113 117    
9780725 14 46 53 1 113 114    
9488903 29 58 25 10 112 122    
1033001 67 9 36 8 112 120    
261947 33 42 37 7 112 119    
7036300 24 12 76 6 112 118    
3241509 46 34 31 10 111 121    
7638208 47 20 44 7 111 118    
4775109 6 57 48 6 111 117    
6362209 17 63 31 6 111 117    
7736469 28 37 46 6 111 117    
5504448 19 47 45 1 111 112    
9497158 44 65 2 1 111 112    
9811792 63 6 42 1 111 112    
5169729 15 78 17 10 110 120    
280427 63 17 30 9 110 119    
1678505 18 27 65 9 110 119    
6027693 77 32 1 7 110 117    
7349083 55 39 16 4 110 114    
4151355 14 90 5 9 109 118    
3539625 88 14 7 8 109 117    
2299369 13 8 88 7 109 116    
1506061 8 74 27 6 109 115    
2694719 37 71 1 6 109 115    
4344763 63 32 14 6 109 115    
7325260 49 41 19 5 109 114    
8489688 86 18 5 5 109 114    
2543891 11 18 80 3 109 112    
9825464 8 44 57 3 109 112    
9953176 14 60 35 3 109 112    
1333483 26 82 1 2 109 111    
268467 9 87 13 1 109 110    
1200582 8 14 87 1 109 110    
4413613 54 21 34 1 109 110    
2744175 11 61 36 5 108 113    
4484744 38 40 30 4 108 112    
4963934 1 53 54 4 108 112    
1651559 69 25 14 2 108 110    
567149 42 54 11 10 107 117    
1850489 71 24 12 3 107 110    
