84	688	620	411	999	361
91	353	950	382	844	689
314	780	833	360	833	377
567	57	239	501	747	259
452	986	777	460	980	151
154	822	92	167	30	279
516	122	872	209	111	283
470	194	767	464	98	194
81	32	102	9	346	98
126	949	126	656	52	456
836	244	129	40	485	237
348	74	229	873	169	354
804	882	437	736	734	978
481	162	935	785	492	403
409	239	68	45	458	528
966	6	249	226	126	74
317	525	651	451	823	125
574	484	145	370	493	341
930	377	129	80	413	994
24	370	253	609	424	834
956	244	802	885	319	413
623	465	307	932	449	307
612	122	439	686	854	439
862	623	514	177	759	862
8	932	316	66	90	140
695	794	275	297	597	427
43	206	20	253	827	263
240	820	527	874	777	670
478	78	726	308	267	29
281	387	637	216	704	416
795	766	820	899	113	816
489	680	589	420	663	784
360	370	524	914	897	381
285	44	699	297	927	543
611	750	619	962	124	341
49	917	91	36	354	386
667	121	917	977	388	959
61	159	675	834	364	820
557	430	901	260	946	621
703	215	944	503	722	453
936	694	995	742	846	756
351	337	441	556	811	812
401	553	278	743	752	306
563	956	35	301	956	810
50	32	366	301	13	896
591	749	233	749	431	818
608	629	984	230	984	629
719	221	719	437	101	131
384	163	516	725	788	75
354	716	947	186	952	952
124	338	218	850	974	643
855	881	882	698	241	855
249	465	906	2	306	782
502	79	207	247	586	349
418	650	115	132	241	680
629	486	95	862	695	906
469	55	246	818	267	235
263	9	93	282	564	9
961	523	809	961	102	87
499	727	692	811	440	743
814	163	170	679	420	298
952	726	4	607	659	567
698	145	1	499	311	781
659	690	391	526	391	165
589	816	520	331	507	15
313	214	99	32	199	931
146	117	161	297	928	707
610	548	788	91	955	532
565	760	971	538	17	272
242	727	965	297	787	725
246	203	265	863	458	709
941	183	103	268	340	1
497	652	901	49	87	709
195	165	695	545	940	781
864	452	95	926	203	203
206	301	423	352	859	352
405	785	994	216	326	638
270	384	177	381	182	182
488	634	730	642	574	764
409	492	601	898	290	571
729	306	276	680	382	610
895	668	205	19	69	544
715	655	32	31	440	97
268	393	628	928	780	928
212	896	185	48	206	148
424	50	81	93	889	745
193	435	232	134	771	707
976	888	196	556	42	897
222	328	344	128	133	245
687	945	429	252	949	853
486	339	931	215	791	181
653	869	653	973	347	80
662	438	917	119	322	158
805	860	541	179	775	896
696	176	437	494	540	987
196	146	9	852	37	18
717	36	858	747	793	942
344	401	803	575	56	921
167	816	762	506	960	335
218	516	899	442	820	642
701	863	47	701	110	624
500	323	587	216	17	656
917	107	60	60	589	341
307	442	485	389	223	803
285	80	129	1	895	250
339	247	210	502	242	242
739	512	212	512	498	998
586	397	664	831	468	11
117	998	829	515	807	847
256	327	327	122	936	6
648	193	254	393	598	992
532	34	497	663	92	191
728	720	268	219	10	483
211	682	579	12	830	874
730	793	585	730	227	278
253	156	735	961	727	156
583	212	969	297	388	37
561	262	87	843	178	261
423	148	819	516	770	546
156	412	762	851	914	947
69	61	463	377	713	359
399	683	202	226	897	609
861	833	833	21	29	720
269	76	963	135	243	74
87	325	238	628	48	823
19	515	515	170	808	13
970	206	701	500	953	219
850	484	61	557	567	999
982	209	727	461	982	803
300	830	228	300	422	466
214	404	922	225	466	909
787	13	905	265	977	775
887	283	375	206	53	267
844	540	284	287	534	287
662	946	662	71	253	556
348	899	119	233	208	857
302	103	490	749	860	553
210	522	909	679	527	792
454	271	531	758	556	686
821	399	501	271	58	596
96	889	401	96	748	758
2	612	478	282	332	673
22	712	665	815	805	209
625	267	121	595	550	226
507	91	618	639	895	316
507	404	243	308	345	226
510	607	634	243	56	904
429	346	413	921	243	166
362	942	688	678	231	362
908	446	170	6	117	706
879	461	360	351	101	563
635	375	790	817	436	150
265	700	875	822	378	852
949	194	177	524	899	805
127	278	22	205	978	234
40	955	80	80	142	901
509	920	389	899	263	387
67	883	677	817	220	112
52	924	302	1	183	258
151	552	559	635	437	530
420	569	303	158	784	197
548	72	356	17	518	747
33	444	235	78	988	60
29	24	896	970	543	31
684	179	138	192	427	503
290	466	359	812	582	712
754	462	433	433	583	159
167	90	480	76	757	126
986	472	670	681	964	977
433	633	512	963	55	724
403	13	284	865	354	485
615	902	840	616	251	67
673	906	608	755	210	36
215	157	193	314	775	553
685	28	914	801	977	379
404	474	979	684	418	926
753	187	664	170	917	363
449	585	837	759	847	759
986	135	648	741	135	186
873	462	81	88	349	873
644	359	355	1000	608	807
225	504	701	902	867	607
387	150	280	467	435	463
694	289	425	178	977	944
547	789	537	635	470	666
141	935	112	479	76	17
21	985	335	787	197	63
962	541	318	292	962	221
783	273	556	679	115	390
592	146	210	146	981	481
131	282	720	448	943	803
569	682	742	339	804	210
744	262	73	541	262	303
145	968	923	486	823	976
901	256	352	240	56	406
710	140	208	808	553	21
169	778	143	169	50	896
90	147	382	230	412	443
409	672	74	962	470	728
133	122	892	137	374	25
32	730	640	160	783	423
500	290	105	597	176	500
105	132	840	989	813	902
852	690	694	13	940	690
28	803	547	438	656	501
182	808	31	613	339	4
817	258	833	833	521	510
695	178	419	420	760	231
590	479	741	520	194	32
801	868	413	234	167	549
547	220	493	927	927	459
355	279	740	322	144	79
915	590	205	318	613	430
27	973	952	545	196	884
875	921	633	393	152	748
920	237	156	486	65	495
992	524	380	64	64	471
988	388	86	878	20	432
845	354	296	845	463	145
83	11	162	321	881	18
42	848	653	171	56	906
578	496	343	893	395	575
225	626	947	720	96	626
114	661	981	259	600	114
211	472	489	943	95	417
198	709	570	881	262	179
425	670	727	784	926	27
776	296	934	237	313	675
514	814	765	338	695	514
251	249	688	249	99	990
747	306	112	479	589	851
312	932	8	110	344	69
559	204	540	993	993	766
571	7	34	114	83	935
4	599	236	619	983	819
655	815	122	114	600	833
846	50	909	667	909	16
917	64	80	472	435	263
799	42	808	409	791	136
305	668	946	544	514	350
86	19	310	954	333	22
323	481	540	400	592	999
611	611	779	756	943	351
909	87	581	140	149	386
385	466	719	21	384	151
853	541	225	377	367	655
627	49	240	729	793	45
419	582	939	419	655	269
904	297	288	355	24	930
346	958	464	336	874	568
407	458	851	538	394	195
600	815	64	695	483	695
335	630	385	616	821	350
934	426	781	459	91	809
553	373	695	579	621	593
470	138	235	734	711	112
499	918	249	139	902	524
825	413	31	845	831	731
889	277	918	225	68	584
943	466	128	246	835	790
419	231	794	149	854	707
3	292	16	175	718	105
877	904	739	829	422	135
543	23	265	589	711	49
307	778	626	345	746	222
60	988	277	490	312	41
62	712	657	781	80	663
817	613	429	312	131	57
354	70	727	677	655	784
43	867	494	698	712	368
509	788	956	706	788	524
949	950	133	141	108	708
918	317	277	742	48	777
905	611	813	561	762	819
619	681	359	377	898	913
136	768	658	488	640	514
137	875	773	435	105	290
25	153	468	272	917	260
860	54	54	195	547	922
140	163	658	353	902	403
730	722	316	28	56	722
427	522	781	776	792	975
534	102	287	946	652	117
746	449	60	171	746	18
281	6	870	803	370	280
643	757	563	703	817	581
606	932	801	959	722	790
302	968	925	231	564	493
793	661	825	636	114	753
238	498	307	819	819	906
638	934	684	779	18	734
709	629	615	629	561	377
208	973	782	833	584	506
58	427	56	4	157	615
460	271	463	919	111	556
363	267	847	341	932	667
774	371	577	615	371	664
595	55	122	466	778	406
50	20	124	531	687	271
333	949	842	719	555	343
998	929	150	189	744	189
539	102	859	391	652	951
788	932	501	97	313	418
844	189	876	951	226	198
761	134	28	752	914	76
152	926	30	646	668	911
1000	205	855	838	295	557
182	323	222	825	18	50
854	854	969	31	676	448
763	912	134	966	134	106
912	832	583	203	145	507
143	395	17	110	987	27
548	212	212	979	189	841
729	731	998	849	361	778
945	198	198	796	328	743
436	743	87	231	74	13
317	20	475	25	468	596
234	19	126	388	104	392
230	331	955	843	626	607
979	979	270	602	902	588
961	474	405	831	986	831
790	629	325	653	366	557
477	762	289	178	830	737
851	110	133	253	57	31
971	68	86	393	451	835
120	999	72	385	584	754
136	37	18	191	82	663
907	477	659	284	478	907
117	225	191	936	209	183
292	454	394	362	980	14
607	775	118	133	608	938
653	482	827	240	240	40
722	541	383	520	31	733
354	873	172	899	663	437
318	655	775	719	515	107
433	163	652	991	424	424
940	428	284	284	108	918
908	14	9	723	404	140
903	335	113	179	150	110
53	870	654	366	715	628
634	115	991	516	818	425
183	207	207	126	357	144
92	840	185	303	156	46
511	246	864	941	626	224
695	951	2	1000	243	670
375	704	218	237	337	356
79	648	632	927	387	385
753	925	266	43	389	925
247	928	166	134	214	137
561	256	962	40	415	256
898	935	396	325	585	852
561	611	543	639	426	946
533	307	657	226	950	202
505	873	880	530	277	835
368	542	866	782	819	819
314	306	153	395	329	91
73	305	129	73	879	374
874	232	206	89	152	79
351	665	999	914	149	526
165	420	778	115	51	261
5	664	29	110	984	115
599	241	595	672	677	166
213	84	68	90	3	527
81	624	240	898	240	33
744	926	635	407	744	416
213	799	28	972	483	56
543	770	368	123	530	718
707	635	435	591	816	182
601	706	772	480	666	218
978	910	115	461	432	252
982	35	84	169	101	412
605	969	18	815	705	579
866	98	293	98	457	639
48	875	115	857	177	48
190	366	886	673	219	289
695	521	976	981	973	533
841	511	841	6	944	410
18	700	218	433	293	999
740	779	594	633	594	693
290	632	846	126	233	836
248	950	453	118	89	608
202	328	689	794	409	409
754	717	38	970	38	157
966	214	621	198	798	902
926	124	211	190	221	77
236	764	572	316	349	596
568	715	215	168	243	182
167	255	677	260	482	202
275	848	953	196	140	632
129	183	163	894	27	141
22	207	796	796	779	244
16	145	940	733	651	724
620	325	214	144	339	51
94	886	726	363	247	666
352	924	708	537	619	295
81	497	128	128	799	418
311	381	154	302	682	579
760	229	510	421	701	571
870	850	644	827	816	936
495	841	838	646	28	233
879	732	663	308	672	989
552	591	475	428	877	912
477	887	823	779	203	868
458	944	822	752	253	192
561	498	187	26	561	61
697	668	607	283	40	308
833	427	938	414	81	356
649	127	156	866	111	891
98	63	194	859	90	74
210	800	952	759	432	160
920	111	172	418	418	863
350	269	657	191	508	413
14	284	541	772	539	844
617	857	122	492	257	5
801	952	162	870	986	114
899	22	472	970	937	511
309	669	355	658	591	346
828	585	602	732	656	40
649	327	243	349	726	346
508	529	980	73	282	62
852	93	664	852	135	138
78	56	43	225	306	93
407	101	297	902	199	801
738	802	181	299	578	215
678	295	824	452	274	622
106	848	106	310	111	460
450	792	206	44	747	206
393	635	737	446	125	669
699	636	57	724	636	792
397	850	798	165	91	397
376	215	64	698	933	449
89	372	970	898	306	741
958	802	620	855	576	192
572	218	228	939	168	995
240	772	840	745	745	208
461	512	110	691	319	287
477	205	791	243	616	425
763	122	690	362	886	777
364	374	642	228	549	356
176	536	691	964	76	499
601	169	169	233	114	612
53	399	52	107	645	275
402	713	188	530	115	402
414	366	205	571	564	189
514	262	745	866	499	250
560	596	545	741	365	365
61	857	61	465	880	553
511	657	151	749	973	203
991	411	555	612	5	125
125	119	51	334	899	258
614	896	271	614	500	248
685	819	78	245	938	14
406	624	887	8	469	361
910	910	964	530	31	397
138	43	772	892	119	129
457	84	387	573	327	195
909	612	471	931	651	894
219	496	340	545	514	181
344	344	378	471	370	977
417	971	12	186	51	169
194	71	683	837	296	652
936	953	292	862	232	274
459	470	974	266	831	459
833	918	871	664	882	393
705	793	661	573	934	711
505	610	946	986	242	134
852	859	332	183	266	414
224	730	644	189	522	481
592	717	676	1000	387	881
648	817	528	988	345	216
758	338	950	78	780	916
928	47	77	59	225	404
900	705	713	514	122	822
712	966	937	691	223	811
264	490	143	383	15	280
200	97	863	788	940	348
457	233	856	455	744	690
12	102	43	460	67	73
653	282	237	327	141	246
51	142	146	510	957	977
48	15	144	167	469	907
402	796	802	664	29	500
982	994	709	386	284	361
58	15	430	72	487	121
515	49	20	986	525	757
794	163	146	923	363	116
388	596	571	334	413	697
532	537	437	68	296	65
68	856	333	962	333	932
855	17	416	596	1000	712
668	421	687	799	217	263
933	991	933	388	714	918
142	626	267	549	899	816
